"","Season","Date","Location","HomeTeam","HomeScore","AwayTeam","AwayScore","AwayPenalty","HomePenalty","Weekday","HomeSeason","AwaySeason","Attendance","Attendancein1000s","RegularPlayoff","Homewin","ClosedDoors","RelativeCap"
"148","2011-12 season:",2011-10-29,"NY Rangers","NY Rangers",4,"Ottawa",5,17,8,7,"2011-12 season: NY Rangers","2011-12 season: Ottawa",18200,18.2,"R",0,0,1.01077418638232
"149","2011-12 season:",2011-10-29,"Toronto","Toronto",4,"Pittsburgh",3,6,10,7,"2011-12 season: Toronto","2011-12 season: Pittsburgh",19526,19.526,"R",1,0,1.03756841489984
"150","2011-12 season:",2011-10-29,"NY Islanders","NY Islanders",2,"San Jose",3,8,8,7,"2011-12 season: NY Islanders","2011-12 season: San Jose",11742,11.742,"R",0,0,0.686145035937591
"151","2011-12 season:",2011-10-29,"Vancouver","Vancouver",7,"Washington",4,10,8,7,"2011-12 season: Vancouver","2011-12 season: Washington",18860,18.86,"R",1,0,0.997355896351137
"152","2011-12 season:",2011-10-29,"Tampa Bay","Tampa Bay",1,"Winnipeg",0,8,4,7,"2011-12 season: Tampa Bay","2011-12 season: Winnipeg",19204,19.204,"R",1,0,1.00586633144773
"153","2011-12 season:",2011-10-30,"Columbus","Columbus",3,"Anaheim",1,28,28,1,"2011-12 season: Columbus","2011-12 season: Anaheim",16022,16.022,"R",1,0,0.883046737213404
"154","2011-12 season:",2011-10-30,"Colorado","Colorado",3,"Los Angeles",2,8,8,1,"2011-12 season: Colorado","2011-12 season: Los Angeles",12355,12.355,"R",1,0,0.693750350946151
"155","2011-12 season:",2011-10-30,"Edmonton","Edmonton",4,"St Louis",2,8,6,1,"2011-12 season: Edmonton","2011-12 season: St Louis",16839,16.839,"R",1,0,0.917806725895242
"156","2011-12 season:",2011-10-30,"Ottawa","Ottawa",3,"Toronto",2,8,12,1,"2011-12 season: Ottawa","2011-12 season: Toronto",19522,19.522,"R",1,0,1.12369769182064
"157","2011-12 season:",2011-10-31,"Chicago","Chicago",5,"Nashville",4,26,8,2,"2011-12 season: Chicago","2011-12 season: Nashville",20721,20.721,"R",1,0,1.0509205254349
"158","2011-12 season:",2011-10-31,"NY Rangers","NY Rangers",5,"San Jose",2,15,11,2,"2011-12 season: NY Rangers","2011-12 season: San Jose",17852,17.852,"R",1,0,0.991447295345996
"159","2011-12 season:",2011-10-31,"Florida","Florida",3,"Winnipeg",4,17,9,2,"2011-12 season: Florida","2011-12 season: Winnipeg",11855,11.855,"R",0,0,0.615844155844156
"160","2011-12 season:",2011-11-01,"Washington","Washington",5,"Anaheim",4,11,7,3,"2011-12 season: Washington","2011-12 season: Anaheim",18506,18.506,"R",1,0,1
"161","2011-12 season:",2011-11-01,"Detroit","Detroit",1,"Minnesota",2,8,18,3,"2011-12 season: Detroit","2011-12 season: Minnesota",20066,20.066,"R",0,0,1.02823469126313
"162","2011-12 season:",2011-11-01,"Boston","Boston",5,"Ottawa",3,26,18,3,"2011-12 season: Boston","2011-12 season: Ottawa",17565,17.565,"R",1,0,1
"163","2011-12 season:",2011-11-01,"Carolina","Carolina",4,"Tampa Bay",2,4,6,3,"2011-12 season: Carolina","2011-12 season: Tampa Bay",13374,13.374,"R",1,0,0.715952890792291
"164","2011-12 season:",2011-11-01,"Calgary","Calgary",1,"Vancouver",5,17,17,3,"2011-12 season: Calgary","2011-12 season: Vancouver",19289,19.289,"R",0,0,1
"165","2011-12 season:",2011-11-02,"Buffalo","Buffalo",2,"Philadelphia",3,31,17,4,"2011-12 season: Buffalo","2011-12 season: Philadelphia",18299,18.299,"R",0,0,0.959570005243839
"166","2011-12 season:",2011-11-02,"Colorado","Colorado",1,"Arizona",4,8,2,4,"2011-12 season: Colorado","2011-12 season: Arizona",12141,12.141,"R",0,0,0.681733954741984
"167","2011-12 season:",2011-11-02,"New Jersey","New Jersey",3,"Toronto",5,14,14,4,"2011-12 season: New Jersey","2011-12 season: Toronto",13033,13.033,"R",0,0,0.789209155867749
"168","2011-12 season:",2011-11-03,"NY Rangers","NY Rangers",2,"Anaheim",1,15,11,5,"2011-12 season: NY Rangers","2011-12 season: Anaheim",18200,18.2,"R",1,0,1.01077418638232
"169","2011-12 season:",2011-11-03,"Detroit","Detroit",1,"Calgary",4,6,8,5,"2011-12 season: Detroit","2011-12 season: Calgary",20066,20.066,"R",0,0,1.02823469126313
"170","2011-12 season:",2011-11-03,"Florida","Florida",2,"Chicago",3,9,9,5,"2011-12 season: Florida","2011-12 season: Chicago",15929,15.929,"R",0,0,0.827480519480519
"171","2011-12 season:",2011-11-03,"Los Angeles","Los Angeles",0,"Edmonton",3,6,10,5,"2011-12 season: Los Angeles","2011-12 season: Edmonton",18118,18.118,"R",0,0,0.993856280855732
"172","2011-12 season:",2011-11-03,"Philadelphia","Philadelphia",3,"New Jersey",4,14,8,5,"2011-12 season: Philadelphia","2011-12 season: New Jersey",19667,19.667,"R",0,0,1.00634498285831
"173","2011-12 season:",2011-11-03,"Arizona","Arizona",0,"Nashville",3,6,4,5,"2011-12 season: Arizona","2011-12 season: Nashville",6738,6.738,"R",0,0,0.393459854014599
"174","2011-12 season:",2011-11-03,"San Jose","San Jose",4,"Pittsburgh",3,14,12,5,"2011-12 season: San Jose","2011-12 season: Pittsburgh",17562,17.562,"R",1,0,1
"175","2011-12 season:",2011-11-03,"Columbus","Columbus",1,"Toronto",4,8,4,5,"2011-12 season: Columbus","2011-12 season: Toronto",14306,14.306,"R",0,0,0.788470017636684
"176","2011-12 season:",2011-11-03,"Minnesota","Minnesota",5,"Vancouver",1,31,25,5,"2011-12 season: Minnesota","2011-12 season: Vancouver",16534,16.534,"R",1,0,0.920908989640192
"177","2011-12 season:",2011-11-03,"NY Islanders","NY Islanders",0,"Winnipeg",3,11,5,5,"2011-12 season: NY Islanders","2011-12 season: Winnipeg",10157,10.157,"R",0,0,0.593525390054345
"178","2011-12 season:",2011-11-04,"Buffalo","Buffalo",2,"Calgary",1,11,11,6,"2011-12 season: Buffalo","2011-12 season: Calgary",18690,18.69,"R",1,0,0.980073413738857
"179","2011-12 season:",2011-11-04,"Tampa Bay","Tampa Bay",5,"Chicago",4,2,4,6,"2011-12 season: Tampa Bay","2011-12 season: Chicago",19204,19.204,"R",1,0,1.00586633144773
"180","2011-12 season:",2011-11-04,"Dallas","Dallas",7,"Colorado",6,14,12,6,"2011-12 season: Dallas","2011-12 season: Colorado",11981,11.981,"R",1,0,0.646503345564429
"181","2011-12 season:",2011-11-04,"Ottawa","Ottawa",1,"Montreal",2,8,4,6,"2011-12 season: Ottawa","2011-12 season: Montreal",20329,20.329,"R",0,0,1.17014908190871
"182","2011-12 season:",2011-11-04,"St Louis","St Louis",3,"Vancouver",2,11,13,6,"2011-12 season: St Louis","2011-12 season: Vancouver",19150,19.15,"R",1,0,1.05824491600354
"183","2011-12 season:",2011-11-04,"Carolina","Carolina",1,"Washington",5,8,6,6,"2011-12 season: Carolina","2011-12 season: Washington",14589,14.589,"R",0,0,0.780995717344754
"184","2011-12 season:",2011-11-05,"Detroit","Detroit",5,"Anaheim",0,28,10,7,"2011-12 season: Detroit","2011-12 season: Anaheim",20066,20.066,"R",1,0,1.02823469126313
"185","2011-12 season:",2011-11-05,"Toronto","Toronto",0,"Boston",7,18,14,7,"2011-12 season: Toronto","2011-12 season: Boston",19497,19.497,"R",0,0,1.03602741909772
"186","2011-12 season:",2011-11-05,"Ottawa","Ottawa",2,"Buffalo",3,4,4,7,"2011-12 season: Ottawa","2011-12 season: Buffalo",18805,18.805,"R",0,0,1.08242675415875
"187","2011-12 season:",2011-11-05,"Philadelphia","Philadelphia",9,"Columbus",2,27,23,7,"2011-12 season: Philadelphia","2011-12 season: Columbus",19784,19.784,"R",1,0,1.01233178120043
"188","2011-12 season:",2011-11-05,"Arizona","Arizona",4,"Edmonton",2,4,4,7,"2011-12 season: Arizona","2011-12 season: Edmonton",13381,13.381,"R",1,0,0.781372262773723
"189","2011-12 season:",2011-11-05,"NY Rangers","NY Rangers",5,"Montreal",3,40,26,7,"2011-12 season: NY Rangers","2011-12 season: Montreal",18200,18.2,"R",1,0,1.01077418638232
"190","2011-12 season:",2011-11-05,"San Jose","San Jose",3,"Nashville",4,8,6,7,"2011-12 season: San Jose","2011-12 season: Nashville",17562,17.562,"R",0,0,1
"191","2011-12 season:",2011-11-05,"Los Angeles","Los Angeles",2,"Pittsburgh",3,8,12,7,"2011-12 season: Los Angeles","2011-12 season: Pittsburgh",18118,18.118,"R",0,0,0.993856280855732
"192","2011-12 season:",2011-11-05,"Minnesota","Minnesota",2,"St Louis",1,19,17,7,"2011-12 season: Minnesota","2011-12 season: St Louis",16917,16.917,"R",1,0,0.942241283279492
"193","2011-12 season:",2011-11-05,"NY Islanders","NY Islanders",5,"Washington",3,8,7,7,"2011-12 season: NY Islanders","2011-12 season: Washington",14812,14.812,"R",1,0,0.865540816922807
"194","2011-12 season:",2011-11-05,"New Jersey","New Jersey",3,"Winnipeg",2,9,11,7,"2011-12 season: New Jersey","2011-12 season: Winnipeg",14812,14.812,"R",1,0,0.896935933147632
"195","2011-12 season:",2011-11-06,"Colorado","Colorado",1,"Calgary",2,9,7,1,"2011-12 season: Colorado","2011-12 season: Calgary",15356,15.356,"R",0,0,0.862260654725139
"196","2011-12 season:",2011-11-06,"Carolina","Carolina",2,"Dallas",5,28,18,1,"2011-12 season: Carolina","2011-12 season: Dallas",14815,14.815,"R",0,0,0.793094218415418
"197","2011-12 season:",2011-11-06,"Florida","Florida",3,"Tampa Bay",4,4,6,1,"2011-12 season: Florida","2011-12 season: Tampa Bay",15066,15.066,"R",0,0,0.782649350649351
"198","2011-12 season:",2011-11-06,"Chicago","Chicago",2,"Vancouver",6,22,34,1,"2011-12 season: Chicago","2011-12 season: Vancouver",21883,21.883,"R",0,0,1.10985444033068
"199","2011-12 season:",2011-11-06,"NY Rangers","NY Rangers",3,"Winnipeg",0,12,8,1,"2011-12 season: NY Rangers","2011-12 season: Winnipeg",18200,18.2,"R",1,0,1.01077418638232
"200","2011-12 season:",2011-11-07,"San Jose","San Jose",4,"Los Angeles",2,12,12,2,"2011-12 season: San Jose","2011-12 season: Los Angeles",17562,17.562,"R",1,0,1
"201","2011-12 season:",2011-11-07,"Boston","Boston",6,"NY Islanders",2,7,13,2,"2011-12 season: Boston","2011-12 season: NY Islanders",17565,17.565,"R",1,0,1
"202","2011-12 season:",2011-11-08,"New Jersey","New Jersey",3,"Carolina",2,8,4,3,"2011-12 season: New Jersey","2011-12 season: Carolina",13056,13.056,"R",1,0,0.790601913527916
"203","2011-12 season:",2011-11-08,"St Louis","St Louis",3,"Chicago",0,9,13,3,"2011-12 season: St Louis","2011-12 season: Chicago",19150,19.15,"R",1,0,1.05824491600354
"204","2011-12 season:",2011-11-08,"Detroit","Detroit",5,"Colorado",2,22,6,3,"2011-12 season: Detroit","2011-12 season: Colorado",20066,20.066,"R",1,0,1.02823469126313
"205","2011-12 season:",2011-11-08,"Washington","Washington",2,"Dallas",5,15,17,3,"2011-12 season: Washington","2011-12 season: Dallas",18506,18.506,"R",0,0,1
"206","2011-12 season:",2011-11-08,"Montreal","Montreal",1,"Edmonton",3,12,4,3,"2011-12 season: Montreal","2011-12 season: Edmonton",21273,21.273,"R",0,0,0.998638625481175
"207","2011-12 season:",2011-11-08,"Toronto","Toronto",1,"Florida",5,4,4,3,"2011-12 season: Toronto","2011-12 season: Florida",19414,19.414,"R",0,0,1.03161698283649
"208","2011-12 season:",2011-11-08,"Calgary","Calgary",0,"Minnesota",3,32,14,3,"2011-12 season: Calgary","2011-12 season: Minnesota",19289,19.289,"R",0,0,1
"209","2011-12 season:",2011-11-08,"Los Angeles","Los Angeles",4,"Nashville",3,14,14,3,"2011-12 season: Los Angeles","2011-12 season: Nashville",17963,17.963,"R",1,0,0.985353812397148
"210","2011-12 season:",2011-11-08,"Buffalo","Buffalo",6,"Winnipeg",5,39,15,3,"2011-12 season: Buffalo","2011-12 season: Winnipeg",18690,18.69,"R",1,0,0.980073413738857
"211","2011-12 season:",2011-11-09,"Ottawa","Ottawa",2,"NY Rangers",3,14,12,4,"2011-12 season: Ottawa","2011-12 season: NY Rangers",19543,19.543,"R",0,0,1.12490646405342
"212","2011-12 season:",2011-11-09,"Anaheim","Anaheim",2,"Nashville",4,10,6,4,"2011-12 season: Anaheim","2011-12 season: Nashville",13529,13.529,"R",0,0,0.78776056830092
"213","2011-12 season:",2011-11-09,"Tampa Bay","Tampa Bay",2,"Philadelphia",1,19,15,4,"2011-12 season: Tampa Bay","2011-12 season: Philadelphia",19204,19.204,"R",1,0,1.00586633144773
"214","2011-12 season:",2011-11-10,"Columbus","Columbus",3,"Chicago",6,15,11,5,"2011-12 season: Columbus","2011-12 season: Chicago",15048,15.048,"R",0,0,0.829365079365079
"215","2011-12 season:",2011-11-10,"Boston","Boston",6,"Edmonton",3,10,10,5,"2011-12 season: Boston","2011-12 season: Edmonton",17565,17.565,"R",1,0,1
"216","2011-12 season:",2011-11-10,"Winnipeg","Winnipeg",2,"Florida",5,6,10,5,"2011-12 season: Winnipeg","2011-12 season: Florida",15004,15.004,"R",0,0,0.979309444553228
"217","2011-12 season:",2011-11-10,"San Jose","San Jose",3,"Minnesota",1,12,8,5,"2011-12 season: San Jose","2011-12 season: Minnesota",17562,17.562,"R",1,0,1
"218","2011-12 season:",2011-11-10,"Arizona","Arizona",2,"Montreal",3,4,2,5,"2011-12 season: Arizona","2011-12 season: Montreal",14138,14.138,"R",0,0,0.825576642335766
"219","2011-12 season:",2011-11-10,"Colorado","Colorado",4,"NY Islanders",3,36,20,5,"2011-12 season: Colorado","2011-12 season: NY Islanders",13221,13.221,"R",1,0,0.742377449604133
"220","2011-12 season:",2011-11-10,"St Louis","St Louis",2,"Toronto",3,12,8,5,"2011-12 season: St Louis","2011-12 season: Toronto",19150,19.15,"R",0,0,1.05824491600354
"221","2011-12 season:",2011-11-10,"Los Angeles","Los Angeles",2,"Vancouver",3,19,20,5,"2011-12 season: Los Angeles","2011-12 season: Vancouver",18118,18.118,"R",0,0,0.993856280855732
"222","2011-12 season:",2011-11-11,"Chicago","Chicago",4,"Calgary",1,8,2,6,"2011-12 season: Chicago","2011-12 season: Calgary",21720,21.72,"R",1,0,1.10158746259573
"223","2011-12 season:",2011-11-11,"NY Rangers","NY Rangers",5,"Carolina",1,6,4,6,"2011-12 season: NY Rangers","2011-12 season: Carolina",18200,18.2,"R",1,0,1.01077418638232
"224","2011-12 season:",2011-11-11,"Pittsburgh","Pittsburgh",3,"Dallas",1,12,6,6,"2011-12 season: Pittsburgh","2011-12 season: Dallas",18585,18.585,"R",1,0,1.01076847772883
"225","2011-12 season:",2011-11-11,"Detroit","Detroit",3,"Edmonton",0,27,11,6,"2011-12 season: Detroit","2011-12 season: Edmonton",20066,20.066,"R",1,0,1.02823469126313
"226","2011-12 season:",2011-11-11,"Buffalo","Buffalo",5,"Ottawa",1,10,8,6,"2011-12 season: Buffalo","2011-12 season: Ottawa",18690,18.69,"R",1,0,0.980073413738857
"227","2011-12 season:",2011-11-11,"Anaheim","Anaheim",4,"Vancouver",3,24,15,6,"2011-12 season: Anaheim","2011-12 season: Vancouver",17339,17.339,"R",1,0,1.0096075462909
"228","2011-12 season:",2011-11-11,"New Jersey","New Jersey",1,"Washington",3,10,8,6,"2011-12 season: New Jersey","2011-12 season: Washington",15230,15.23,"R",0,0,0.922247789754148
"229","2011-12 season:",2011-11-12,"Boston","Boston",6,"Buffalo",2,20,22,7,"2011-12 season: Boston","2011-12 season: Buffalo",17565,17.565,"R",1,0,1
"230","2011-12 season:",2011-11-12,"Colorado","Colorado",3,"Calgary",4,10,6,7,"2011-12 season: Colorado","2011-12 season: Calgary",14919,14.919,"R",0,0,0.837722499859622
"231","2011-12 season:",2011-11-12,"Detroit","Detroit",5,"Dallas",2,13,9,7,"2011-12 season: Detroit","2011-12 season: Dallas",20066,20.066,"R",1,0,1.02823469126313
"232","2011-12 season:",2011-11-12,"Los Angeles","Los Angeles",5,"Minnesota",2,19,12,7,"2011-12 season: Los Angeles","2011-12 season: Minnesota",18118,18.118,"R",1,0,0.993856280855732
"233","2011-12 season:",2011-11-12,"Nashville","Nashville",1,"Montreal",2,10,8,7,"2011-12 season: Nashville","2011-12 season: Montreal",17113,17.113,"R",0,0,1
"234","2011-12 season:",2011-11-12,"Washington","Washington",2,"New Jersey",3,10,10,7,"2011-12 season: Washington","2011-12 season: New Jersey",18506,18.506,"R",0,0,1
"235","2011-12 season:",2011-11-12,"Toronto","Toronto",2,"Ottawa",5,17,13,7,"2011-12 season: Toronto","2011-12 season: Ottawa",19553,19.553,"R",0,0,1.03900313512939
"236","2011-12 season:",2011-11-12,"San Jose","San Jose",0,"Arizona",3,8,6,7,"2011-12 season: San Jose","2011-12 season: Arizona",17562,17.562,"R",0,0,1
"237","2011-12 season:",2011-11-12,"Carolina","Carolina",5,"Pittsburgh",3,17,19,7,"2011-12 season: Carolina","2011-12 season: Pittsburgh",16260,16.26,"R",1,0,0.870449678800857
"238","2011-12 season:",2011-11-12,"St Louis","St Louis",3,"Tampa Bay",0,10,12,7,"2011-12 season: St Louis","2011-12 season: Tampa Bay",19150,19.15,"R",1,0,1.05824491600354
"239","2011-12 season:",2011-11-12,"Columbus","Columbus",2,"Winnipeg",1,13,15,7,"2011-12 season: Columbus","2011-12 season: Winnipeg",15581,15.581,"R",1,0,0.858741181657848
"240","2011-12 season:",2011-11-13,"Chicago","Chicago",6,"Edmonton",3,8,6,1,"2011-12 season: Chicago","2011-12 season: Edmonton",21110,21.11,"R",1,0,1.07064969315819
"241","2011-12 season:",2011-11-13,"Anaheim","Anaheim",2,"Minnesota",3,8,10,1,"2011-12 season: Anaheim","2011-12 season: Minnesota",13803,13.803,"R",0,0,0.80371491789915
"242","2011-12 season:",2011-11-13,"Vancouver","Vancouver",4,"NY Islanders",1,6,0,1,"2011-12 season: Vancouver","2011-12 season: NY Islanders",18860,18.86,"R",1,0,0.997355896351137
"243","2011-12 season:",2011-11-13,"Florida","Florida",2,"Philadelphia",3,19,35,1,"2011-12 season: Florida","2011-12 season: Philadelphia",15215,15.215,"R",0,0,0.79038961038961
"244","2011-12 season:",2011-11-14,"Montreal","Montreal",2,"Buffalo",3,14,10,2,"2011-12 season: Montreal","2011-12 season: Buffalo",21273,21.273,"R",0,0,0.998638625481175
"245","2011-12 season:",2011-11-14,"Carolina","Carolina",3,"Philadelphia",5,14,16,2,"2011-12 season: Carolina","2011-12 season: Philadelphia",14491,14.491,"R",0,0,0.775749464668094
"246","2011-12 season:",2011-11-14,"Winnipeg","Winnipeg",5,"Tampa Bay",2,6,14,2,"2011-12 season: Winnipeg","2011-12 season: Tampa Bay",15004,15.004,"R",1,0,0.979309444553228
"247","2011-12 season:",2011-11-15,"Pittsburgh","Pittsburgh",6,"Colorado",3,19,9,3,"2011-12 season: Pittsburgh","2011-12 season: Colorado",18483,18.483,"R",1,0,1.00522108011095
"248","2011-12 season:",2011-11-15,"St Louis","St Louis",2,"Detroit",1,8,25,3,"2011-12 season: St Louis","2011-12 season: Detroit",19150,19.15,"R",1,0,1.05824491600354
"249","2011-12 season:",2011-11-15,"Dallas","Dallas",0,"Florida",6,6,10,3,"2011-12 season: Dallas","2011-12 season: Florida",10175,10.175,"R",0,0,0.54905029138787
"250","2011-12 season:",2011-11-15,"Columbus","Columbus",2,"Minnesota",4,31,35,3,"2011-12 season: Columbus","2011-12 season: Minnesota",10833,10.833,"R",0,0,0.597056878306878
"251","2011-12 season:",2011-11-15,"Boston","Boston",4,"New Jersey",3,4,10,3,"2011-12 season: Boston","2011-12 season: New Jersey",17565,17.565,"R",1,0,1
"252","2011-12 season:",2011-11-15,"NY Islanders","NY Islanders",2,"NY Rangers",4,22,20,3,"2011-12 season: NY Islanders","2011-12 season: NY Rangers",16234,16.234,"R",0,0,0.948635540232572
"253","2011-12 season:",2011-11-15,"Calgary","Calgary",1,"Ottawa",3,17,13,3,"2011-12 season: Calgary","2011-12 season: Ottawa",19289,19.289,"R",0,0,1
"254","2011-12 season:",2011-11-15,"Toronto","Toronto",2,"Arizona",3,4,4,3,"2011-12 season: Toronto","2011-12 season: Arizona",19522,19.522,"R",0,0,1.03735586375472
"255","2011-12 season:",2011-11-15,"Nashville","Nashville",3,"Washington",1,4,6,3,"2011-12 season: Nashville","2011-12 season: Washington",14863,14.863,"R",1,0,0.868521007421259
"256","2011-12 season:",2011-11-16,"Los Angeles","Los Angeles",2,"Anaheim",1,12,8,4,"2011-12 season: Los Angeles","2011-12 season: Anaheim",18118,18.118,"R",1,0,0.993856280855732
"257","2011-12 season:",2011-11-16,"Montreal","Montreal",4,"Carolina",0,10,16,4,"2011-12 season: Montreal","2011-12 season: Carolina",21273,21.273,"R",1,0,0.998638625481175
"258","2011-12 season:",2011-11-16,"Vancouver","Vancouver",1,"Chicago",5,6,10,4,"2011-12 season: Vancouver","2011-12 season: Chicago",18860,18.86,"R",0,0,0.997355896351137
"259","2011-12 season:",2011-11-16,"Buffalo","Buffalo",3,"New Jersey",5,8,8,4,"2011-12 season: Buffalo","2011-12 season: New Jersey",18690,18.69,"R",0,0,0.980073413738857
"260","2011-12 season:",2011-11-17,"Boston","Boston",2,"Columbus",1,9,11,5,"2011-12 season: Boston","2011-12 season: Columbus",17565,17.565,"R",1,0,1
"261","2011-12 season:",2011-11-17,"Minnesota","Minnesota",1,"Colorado",0,9,11,5,"2011-12 season: Minnesota","2011-12 season: Colorado",16779,16.779,"R",1,0,0.934554973821989
"262","2011-12 season:",2011-11-17,"San Jose","San Jose",5,"Detroit",2,2,6,5,"2011-12 season: San Jose","2011-12 season: Detroit",17562,17.562,"R",1,0,1
"263","2011-12 season:",2011-11-17,"St Louis","St Louis",4,"Florida",1,10,21,5,"2011-12 season: St Louis","2011-12 season: Florida",17642,17.642,"R",1,0,0.974911582670203
